iter	RMSE
871	16.60817402
872	16.60473504
873	16.60234763
874	16.60072245
875	16.59777963
876	16.59604402
877	16.59467316
878	16.59200863
879	16.58983586
880	16.58714651
881	16.58397246
882	16.58144063
883	16.57996555
884	16.57819237
885	16.57598166
886	16.57363498
887	16.57158261
888	16.56891803
889	16.56494822
890	16.56260283
891	16.56053756
892	16.55859563
893	16.55622096
894	16.55333583
895	16.55065083
896	16.54852524
897	16.54622742
898	16.54480696
899	16.54296763
900	16.53911134
901	16.53732824
902	16.5344804
903	16.53282894
904	16.53130689
905	16.53008503
906	16.52852119
907	16.52512366
908	16.52170436
909	16.51953165
910	16.51581418
911	16.5131463
912	16.5119448
913	16.50985568
914	16.50825225
915	16.50594037
916	16.50387661
917	16.50193702
918	16.4997851
919	16.49669136
920	16.49463677
921	16.49219783
922	16.48885914
923	16.48713904
924	16.48473866
925	16.48346028
926	16.48088722
927	16.4790998
928	16.47689974
929	16.47532895
930	16.47203317
931	16.47006608
932	16.46716573
933	16.46532036
934	16.46327561
935	16.45817388
936	16.45666637
937	16.45461068
938	16.45268339
939	16.45091464
940	16.44889492
941	16.44720612
942	16.44591564
943	16.44410943
944	16.44118725
945	16.43916469
946	16.43743227
947	16.43581131
948	16.43405994
949	16.43273049
950	16.4307098
951	16.42872099
952	16.42571697
953	16.42457707
954	16.42180337
955	16.41991117
956	16.41683374
957	16.4134804
958	16.41161453
959	16.40990686
960	16.40794584
961	16.40524586
962	16.4035462
963	16.4018595
964	16.3989411
965	16.3971187
966	16.39394535
967	16.39175726
968	16.39069968
969	16.38903252
970	16.38685965
971	16.38592094
972	16.38478219
973	16.3827889
974	16.38075011
975	16.37792044
976	16.37601084
977	16.37385426
978	16.37162166
979	16.37010221
980	16.36852603
981	16.36609336
982	16.36476585
983	16.36359164
984	16.36088638
985	16.35785828
986	16.35585036
987	16.35362154
988	16.35170486
989	16.34945339
990	16.34772116
991	16.34543911
992	16.34332244
993	16.34172875
994	16.33966023
995	16.33799418
996	16.33595951
997	16.33389236
998	16.33174395
999	16.33012309
